	minimum	maximum
NNMT	0.0	0.0
RNMK	0.0	0.44418768930001445
NMNAT	0.0	0.2220938446499873
NPH	0.0	0.22209384464998694
NADK	0.0	3.914840018032466e-06
NADK1	0.0	3.914840018049832e-06
NADS1	0.0	7.82968003615182e-06
NNDPR	7.046712032526825e-06	7.829680036099664e-06
QULNS	7.0467120324990695e-06	7.82968003615182e-06
ASPO5	7.0467120324990695e-06	7.82968003615182e-06
MOHMT	0.004654353297459983	0.005171503663844397
DPR	0.004654353297459983	0.005171503663844397
PANTS	0.004650829941443738	0.005167588823826347
PNTK	0.004650829941443738	0.005167588823826347
ASP1DC	0.004650829941443738	0.005167588823826347
BUPN	0.0	0.0
PPNCL3	0.0	0.005161583942525705
PPNCL	0.0	0.005167588823826348
PPCDC	0.004650829941443738	0.005167588823826347
APCPT	0.0	0.0
APPAT	0.004650829941443738	0.22674467459143105
DPCOAPP	0.0	0.22209384464999082
APNPT	0.0	0.0
PPNCL2	0.0	0.005161583942525705
BTS6	3.5233560162452543e-06	3.914840018050263e-06
BACCL	0.0	0.0
BTNPL2	0.0	0.0
DBTS	3.5233560162452543e-06	3.914840018050263e-06
AMAOTr	3.5233560162452543e-06	3.914840018050263e-06
AOXSr2	3.5233560162452543e-06	3.914840018050263e-06
PMEACPE	3.5233560162452543e-06	3.914840018050263e-06
EPMEACPR	3.5233560162452543e-06	3.914840018050263e-06
OPMEACPD	3.5233560162452543e-06	3.914840018050263e-06
OPMEACPR	3.5233560162452543e-06	3.914840018050263e-06
OPMEACPS	3.5233560162452543e-06	3.914840018050263e-06
EGMEACPR	3.5233560162452543e-06	3.914840018050263e-06
OGMEACPD	3.5233560162452543e-06	3.914840018050263e-06
OGMEACPR	3.5233560162452543e-06	3.914840018050263e-06
OGMEACPS	3.5233560162452543e-06	3.914840018050263e-06
MALCOAMT	3.5233560162452543e-06	3.914840018050263e-06
GTPCI	3.523356016242596e-06	3.914840018045485e-06
AKP1	3.523356016242596e-06	3.914840018045485e-06
DHNPA2r	3.523356016242596e-06	3.914840018045485e-06
GTPCII	0.0	0.0
HPPK2	3.523356016242596e-06	3.914840018045485e-06
DHFS	3.523356016242596e-06	3.914840018045485e-06
DHFR	0.00016536332784855155	0.00018373703094283234
DHFOR	0.0	0.0
THFOR1	0.0	0.0
THFOR2	0.0	0.0
DHPS2	3.523356016242596e-06	3.914840018045486e-06
THFGLUS	0.0	0.0
FTHFLi	0.028473318272048583	0.4726610075720158
MTHFC	-0.06676348045572164	-0.016323608201703636
MTHFD	-0.06676348045571946	-0.016323608201703636
MTHFR3	0.002698132236003834	0.0029979247066709114
FTHFCL	0.0	0.0
FTHFD	0.0	0.444187689299973
TRDR	0.0004942661376837827	0.13375057292767073
PTHPS	0.0	0.0
r0673	0.0	0.0
r0402	0.0	0.0
r0398	0.0	0.0
GLUTRR	0.0	0.0
G1SAT	0.0	0.0
PPBNGS	0.0	0.0
HMBS	0.0	0.0
UPP3S	0.0	0.0
UPPDC1	0.0	0.0
CPPPGO2	0.0	0.0
PPPGO3	0.0	0.0
PPPGO4	0.0	0.0
FCLT	0.0	0.0
BILIRBU	0.0	0.0
ADCS	0.0	0.0
ACOATA	0.0	0.0
MCOATA	0.03628352025529363	0.1080551607152928
KAS15	0.005697266678268579	0.01599229487389352
3OAR40	0.005697266678268579	0.01599229487389352
3HAD40	0.005697266678268579	0.01599229487389352
EAR40x	0.0	0.01599229487389352
EAR40y	0.0	0.015934923631141656
3OAS60	0.005697266678268579	0.015992294873893514
3OAR60	0.005697266678268579	0.01599229487389352
3HAD60	0.005697266678268579	0.01599229487389352
EAR60y	0.0	0.015934923631141656
EAR60x	0.0	0.015992294873893514
3OAS80	0.005697266678268578	0.015992294873893514
3OAR80	0.005697266678268579	0.01599229487389352
3HAD80	0.005697266678268579	0.01599229487389352
EAR80y	0.0	0.015934923631141656
EAR80x	0.0	0.015992294873893514
3OAS100	0.005697266678268579	0.01599229487389352
3OAR100	0.005697266678268579	0.01599229487389352
3HAD100	0.005697266678268579	0.01599229487389352
EAR100y	0.0	0.015934923631141733
EAR100x	0.0	0.015992294873893514
3OAS120	0.005697266678268579	0.01599229487389352
3OAR120	0.005697266678268579	0.01599229487389352
3HAD120	0.005697266678268579	0.01599229487389352
EAR120x	0.0	0.015992294873893524
EAR120y	0.0	0.015934923631141653
3OAS140	0.005697266678268576	0.01599229487389351
3OAR140	0.005697266678268576	0.01599229487389351
3HAD140	0.005697266678268576	0.015992294873893524
EAR140y	0.0	0.015934923631141653
EAR140x	0.0	0.01599229487389351
3OAS160	0.0010464367368248405	0.010961939839035942
3OAR160	0.0010464367368248405	0.010961939839035952
3HAD160	0.0010464367368248405	0.010961939839035952
EAR160y	0.0	0.010934953880292413
EAR160x	0.0	0.010961939839035942
3OAS180	0.0010464367368248405	0.0011627074853609246
3OAR180	0.0010464367368248405	0.0011627074853609281
3HAD180	0.0010464367368248405	0.0011627074853609281
EAR180y	0.0	0.0011624032142271824
EAR180x	0.0	0.0011627074853609283
FA140ACPHi	0.0	0.005167588823826348
FA160ACPHi	0.0	0.009830109956192967
FA180ACPH	0.0	0.0011627074853609283
FACOAL160	0.0	0.009786792570590109
FACOAL180	0.0	0.0
FASC200ACP	0.0	0.0
FACOAL200	0.0	0.0
DHDDS	0.0	0.0
DEDOLP1	0.0	0.0
DEDOLP2	0.0	0.0
DEDOLR	0.0	0.0
DOLK	0.0	0.0
DOLDPP	0.0	0.0
SQLS	0.0	0.0
GLYALDDr	0.0	0.22209384464998633
ALCD19	-0.4441876892999941	0.0
SGPL13	0.0	0.0
SPHK21c	0.0	0.44418768930001445
SBPP3	0.0	0.44418768930001445
CERDA18_c	0.0	0.0
DHCERD4DS_c	0.0	0.0
CRMDA18_c	0.0	0.0
G3PCT	0.0	0.0
G3PAT160	0.0	0.004915054978096483
G3PAT160_1	0.0	0.009830109956192965
AGPAT160	0.0	0.009830109956192998
DASYN160	0.0	0.0
PGSA160	0.0	0.0
PGPP160	0.0	0.0
CLPNS160	0.0	0.0
FACOAL140	0.0	0.0
G3PAT180	0.0	0.0
G3PAT180_1	0.0	0.0011627074853609338
AGPAT180	0.0	0.0011627074853609249
DASYN180	0.0	0.0
PGSA180	0.0	0.0
PGPP180	0.0	0.0
CLPNS180	0.0	0.0
G3PAT140	0.0	0.0
G3PAT140_c	0.0	0.0051675888238263915
AGPAT140	0.0	0.005167588823826333
DASYN140	0.0	0.0
PGSA140	0.0	0.0
PGPP140	0.0	0.0
CLPNS140	0.0	0.0
DAGK160	0.0	0.44418768929998476
PAPA160	0.0	0.44418768929998376
DAGK140	0.0	0.44418768930000596
PAPA140	0.0	0.4441876892999617
DAGK180	0.0	0.44418768929998453
PAPA180	0.0	0.44418768930001445
ETHAPT_PALM_PALM_c	-0.44418768929996155	0.44418768929998353
ETHAPT_STC_STC_c	-0.44418768929996066	0.4441876892999709
ETHAPT_MYRS_MYRS_c	-0.44418768929994923	0.4441876892999618
LPEAT_PALM_PALM_sn2_c	-0.4441876892999534	1000.0
LPEH160_sn1_c	-1000.0	0.44418768929999397
LPEAT_STC_STC_sn2_c	-1000.0	0.0
LPLPS1AGPE180	0.0	1000.0
LPEAT_MYRS_MYRS_sn2_c	-0.4441876892999008	1000.0
LPEH140_sn1_c	-1000.0	0.4441876892999005
GPDDA2	0.0	0.025765384662621647
r0480	0.0	0.0
r0788	0.0	0.0
r0789	0.0	0.0
CHLP	0.0	0.4441876893006682
HMR_0641	0.0	0.0
LPCH180_sn1_c	-1000.0	0.0
LPCAT_STC_STC_sn2_c	0.0	1000.0
PLDPC_STC_STC_c	0.0	1000.0
PLDPE_STC_STC_c	-1000.0	0.1480625631001812
PSD180	0.0	0.0
LPCH140_sn1_c	-0.4441876892987011	1000.0
LPCAT_MYRS_MYRS_sn2_c	-1000.0	0.44418768930053
PLDPC_MYRS_MYRS_c	-1000.0	0.44418768930053
PLDPE_MYRS_MYRS_c	0.0	1000.0
PSD140	0.0	0.0
LPCH160_sn1_c	-0.44418768930043734	1000.0
LPCAT_PALM_PALM_sn2_c	-1000.0	0.44418768930052893
PLDPC_PALM_PALM_c	-1000.0	0.44418768930052893
PLDPE_PALM_PALM_c	0.0	1000.0
PSD160	0.0	0.0
TAGAH_PALM_PALM_PALM_c	-0.009830109956169508	0.0
ACOADAGAT_PALM_PALM_PALM_c	-0.00983010995619299	0.0
DAGAH_PALM_PALM_c	-0.009808403437393216	0.0
MAGAH160	-0.009808403437393188	0.0
H2ht	-0.189248895	-0.047483008
CO2ht	-0.189248895	0.0
PIht	0.25321884008156365	0.711876893
H2Oht	0.0	0.0
ADPATPht	0.2532188400815243	0.711876893
SUCCht1	0.0	0.0
SUCCht2	0.0	0.0
MALht	0.0	0.0
FORht2	-0.711876893	-0.06396994508159823
ACht2	-0.711876893	-0.25321884008159823
PYRht	0.2532188400815818	0.711876893
PFLh	0.06396994508167889	0.711876893
PFOh	0.0	0.189248895
HYDhfe	0.0	0.189248895
CMPL1h	0.0	0.0
CMPL2h	0.0	0.0
FUMh	0.0	0.0
HYDhbi	0.0	0.0
ATPShydr	0.0	0.0
SUCCOAh	0.25321884008157486	0.711876893
SUCOAACTh	0.2532188400815887	0.711876893
MEhy	0.0	0.0
MEhx	0.0	0.0
MDHh	0.0	0.189248895
AMTh	-0.189248895	0.0
MAKht	0.0	0.18924889499999997
AGht	-0.189248895	0.0
HYDh2	0.0	0.189248895
HYDh3	0.0	0.0
DPCOAxt	0.004650829941443738	0.005167588823826348
ABCDxt	0.004437627909969335	0.004930697677743679
PSERLxt	0.0	0.0
H2Oxt	0.07870288449233093	0.08744764943592279
CO2xt	-999.8478006246212	1000.0
Hxt	-0.044613170245926856	-0.04015185322120986
ATPADPxt	0.004650829941443738	0.0051675888238263195
GTPGDPxt	-1000.0	999.8478006246213
FADxt	0.0	0.0
COAxt	-0.010098286501560656	-0.009088457851408896
MOAAxt	0.04320186121258625	0.04800206801337481
AKGxt	-999.9766374425631	999.8711631820582
CITxt	0.03550102327976612	0.039445581421948886
3PGxt	0.0	0.0
PEPxt	-999.8478006246213	1000.0
SUCCxt	-0.03451488374420544	-0.031063395369795355
FUMxt	0.031063395369785356	0.034514883744205756
SACCRPxt	0.012138465842790897	0.013487184269767595
LYSLxt	-0.013487184269767588	-0.012138465842790897
ASPxt	-999.9644989767203	999.8833016479009
FAOXx	0.0044376279099766856	0.004930697677743608
DPCKx	0.004650829941443738	0.005167588823843935
CSx	0.035501023279813484	0.0394455814220837
OSMx	0.0310633953698368	0.03451488374432324
PGDHx	0.0	0.0
ASTx	-999.9644989767202	999.8833016479012
MDHx	0.0432018612126277	0.04800206801413591
SADHx	0.012138465842790897	0.013487184269813497
PEPCKx	-1000.0	999.8478006246214
PSATx	0.0	0.0
EX_xylan_e	0.0	0.0
r_xylanase	0.0	0.0
r_dextrinase	0.0	0.0
r_gapd	0.0	0.8020428858535954
r_HAH	0.012138465842790897	0.013487184269767616
r_HICITD	0.012138465842790897	0.013487184269767558
r_MetSmethtrans	0.0	0.14806256309998808
r_2abut2akgt	0.0	0.0
r_glutabutl	0.0	0.0
r_glglutglyl	0.0	0.0
EX_cellulose_e	0.0	0.0
EX_hemicellulose_e	0.0	0.0
r_cellulase	0.0	0.0
r_hemicellulase	0.0	0.0
r_lacd1	0.0	999.3189134870629
r_lacd2	0.0	0.0
r_R06522	0.0	0.0
r_02541	0.0	0.0
r_R02543	0.0	0.0
r_R01498	0.0	0.0
r_R01100	0.0	0.0
r_R01500	0.0	0.0
r_R04019	0.0	0.0
R_DM_4mhetz_c	-3.914840018050259e-06	-3.5233560162452543e-06
R_SINK_dad_5_c	3.5233560162452543e-06	3.914840018050244e-06
R_SINK_amob_c	3.5233560162452543e-06	3.914840018050263e-06
R_DM_4ahmmp_c	-3.914840018050259e-06	-3.5233560162452543e-06
Biomass	0.03523356016245254	0.03914840018050259
NGAM	2.27	2.27
HDECtex	0.0	0.010098286501570027
EX_hdec_e	-0.010098286501570016	0.0
PALMCL	0.0	0.01009828650157003
