reaction_id	flux
DPCKx	0.0031441324
ATPADPxt	0.0031441324
TALA	-0.0030946686
TKT1	-0.0030946686
FAOXx	0.003
ABCDxt	0.003
ACGK	0.0029400876
AGPR	-0.0029400876
ACOTA	-0.0029400876
ARGSL	0.0029400876
ARGSS	0.0029400876
ORNTAC	0.0029400876
OCBT	0.0029400876
METS	0.0018240368
MTHFR3	0.0018240368
CYSTS	-0.0018216549
IG3PS	0.0015124813
PRAMPC	0.0015124813
PRATPP	0.0015124813
ATPPRT	0.0015124813
PRMICI	0.0015124813
IGPDH	0.0015124813
HSTPT	0.0015124813
HISTP	0.0015124813
HISTD	0.0015124813
PRAIi	0.0007256545
ANPRT	0.0007256545
TRPAS2	-0.0007256545
IGPS	0.0007256545
TRPS3	0.0007256545
ANS	0.0007256545
3OAR180	0.0007074298
FA180ACPH	0.0007074298
EAR180y	0.0007074298
3OAS160	0.0007074298
3OAR160	0.0007074298
3HAD160	0.0007074298
EAR160x	0.0007074298
3OAS180	0.0007074298
3HAD180	0.0007074298
TRDR	0.0003341421
RNTR1	0.0001345014
DHFR	0.0001117917
RNDR4	0.0001094098
NDPK4	0.0001094098
TMDS	0.0001094098
NDP8	0.0001094098
DTMPK	0.0001094098
GMPS2	6.24237e-05
GK1	6.24237e-05
IMPD	6.24237e-05
CTPS2	5.03511e-05
RNTR2	4.87831e-05
RNTR3	4.14479e-05
METAT	7.1458e-06
NADS1	4.7638e-06
NNDPR	4.7638e-06
DB4PS	4.7638e-06
NNATr	4.7638e-06
RBFSa	4.7638e-06
QULNS	4.7638e-06
ASPO5	4.7638e-06
GTPCI	2.3819e-06
RBFSb	2.3819e-06
EX_pheme_e	-2.3819e-06
AHCi	2.3819e-06
PYDXPP	2.3819e-06
HPYRRx	2.3819e-06
PYDXOR	2.3819e-06
HPYRDC	-2.3819e-06
GLYCK2	2.3819e-06
PYDXS	2.3819e-06
TMPPP	2.3819e-06
THMP	2.3819e-06
HETZK	2.3819e-06
PHEMEt	2.3819e-06
MEOHt2	-2.3819e-06
R_DM_4mhetz_c	-2.3819e-06
R_SINK_dad_5_c	2.3819e-06
R_SINK_amob_c	2.3819e-06
R_DM_4ahmmp_c	-2.3819e-06
EX_meoh_e	2.3819e-06
4ABZt	-2.3819e-06
PMPK	2.3819e-06
ADNK1	2.3819e-06
EX_4abz_e	-2.3819e-06
GTPCII2	2.3819e-06
MALCOAMT	2.3819e-06
DHPPDA2	2.3819e-06
OGMEACPS	2.3819e-06
OGMEACPR	2.3819e-06
OGMEACPD	2.3819e-06
EGMEACPR	2.3819e-06
OPMEACPS	2.3819e-06
OPMEACPR	2.3819e-06
OPMEACPD	2.3819e-06
EPMEACPR	2.3819e-06
PMEACPE	2.3819e-06
AOXSr2	2.3819e-06
AMAOTr	2.3819e-06
DBTS	2.3819e-06
BTS6	2.3819e-06
AKP1	2.3819e-06
DHNPA2r	2.3819e-06
HPPK2	2.3819e-06
DHFS	2.3819e-06
NADK1	2.3819e-06
DHPS2	2.3819e-06
APRAUR	2.3819e-06
PMDPHT	2.3819e-06
HMPK4	2.3819e-06
