reaction_id	flux
PPNCL	0.0041921766
DPCKx	0.0041921766
ATPADPxt	0.0041921766
TKT1	-0.0041262248
TALA	-0.0041262248
ABCDxt	0.004
FAOXx	0.004
ARGSL	0.0039201168
ARGSS	0.0039201168
OCBT	0.0039201168
ORNTAC	0.0039201168
ACOTA	-0.0039201168
AGPR	-0.0039201168
ACGK	0.0039201168
MTHFR3	0.0024320491
METS	0.0024320491
CYSTS	-0.0024288732
HSTPT	0.0020166418
IGPDH	0.0020166418
PRMICI	0.0020166418
ATPPRT	0.0020166418
PRATPP	0.0020166418
HISTP	0.0020166418
HISTD	0.0020166418
PRAMPC	0.0020166418
IG3PS	0.0020166418
ANPRT	0.0009675393
TRPAS2	-0.0009675393
IGPS	0.0009675393
PRAIi	0.0009675393
TRPS3	0.0009675393
ANS	0.0009675393
3OAS160	0.0009432397
3OAR160	0.0009432397
3HAD160	0.0009432397
3OAS180	0.0009432397
3OAR180	0.0009432397
3HAD180	0.0009432397
EAR180x	0.0009432397
FA180ACPH	0.0009432397
EAR160x	0.0009432397
TRDR	0.0004455228
RNTR1	0.0001793352
DHFR	0.0001490556
DTMPK	0.0001458797
RNDR4	0.0001458797
NDPK4	0.0001458797
TMDS	0.0001458797
NDP8	0.0001458797
GMPS2	8.32316e-05
GK1	8.32316e-05
IMPD	8.32316e-05
CTPS2	6.71348e-05
RNTR2	6.50441e-05
RNTR3	5.52638e-05
METAT	9.5277e-06
ASPO5	6.3518e-06
DB4PS	6.3518e-06
RBFSa	6.3518e-06
NNATr	6.3518e-06
NADS1	6.3518e-06
NNDPR	6.3518e-06
QULNS	6.3518e-06
OGMEACPS	3.1759e-06
DHPS2	3.1759e-06
PYDXOR	3.1759e-06
AHCi	3.1759e-06
HPYRDC	-3.1759e-06
HPYRRx	3.1759e-06
GLYCK2	3.1759e-06
PYDXS	3.1759e-06
TMPPP	3.1759e-06
THMP	3.1759e-06
HETZK	3.1759e-06
PMPK	3.1759e-06
HMPK4	3.1759e-06
PHEMEt	3.1759e-06
MEOHt2	-3.1759e-06
R_DM_4mhetz_c	-3.1759e-06
R_SINK_dad_5_c	3.1759e-06
R_SINK_amob_c	3.1759e-06
R_DM_4ahmmp_c	-3.1759e-06
EX_meoh_e	3.1759e-06
4ABZt	-3.1759e-06
EX_4abz_e	-3.1759e-06
EX_pheme_e	-3.1759e-06
PYDXPP	3.1759e-06
DHFS	3.1759e-06
OGMEACPR	3.1759e-06
RBFSb	3.1759e-06
OGMEACPD	3.1759e-06
EGMEACPR	3.1759e-06
OPMEACPS	3.1759e-06
OPMEACPR	3.1759e-06
OPMEACPD	3.1759e-06
EPMEACPR	3.1759e-06
PMEACPE	3.1759e-06
AOXSr2	3.1759e-06
AMAOTr	3.1759e-06
DBTS	3.1759e-06
BTS6	3.1759e-06
MALCOAMT	3.1759e-06
GTPCI	3.1759e-06
AKP1	3.1759e-06
DHNPA2r	3.1759e-06
NADK1	3.1759e-06
HPPK2	3.1759e-06
APRAUR	3.1759e-06
PMDPHT	3.1759e-06
DHPPDA2	3.1759e-06
GTPCII2	3.1759e-06
ADNK1	3.1759e-06
