reaction_id	flux
DHQTi	0.0058666898
AASAD2	0.0054707002
SACCRPxt	0.0054707002
r_HICITD	0.0054707002
r_HAH	0.0054707002
LYSLxt	-0.0054707002
SADHx	0.0054707002
HCITS	0.0054707002
AATA	0.0054707002
SACCD1	0.0054707002
CHORM	0.0053829202
KARI_1	0.0053072294
KARI_23dhmp_1	0.0053072294
ILETA	-0.0053072294
DHAD2	0.0053072294
ACHBS	0.0053072294
CYSTGL	0.0053072294
IPPMIa	-0.0049392059
LEUTA	-0.0049392059
IPPS	0.0049392059
IPPMIb	-0.0049392059
IPMD	0.0049392059
OMCDC	0.0049392059
CYSt2r	0.0042256231
EX_cys__L_e	-0.0042256231
PALMCL	0.0040960883
EX_hdec_e	-0.0040960883
HDECtex	0.0040960883
COAxt	-0.0040960883
GHMT2r	-0.0039702665
IMPC	-0.0032420444
AICART	0.0032420444
ADSS	0.0032004285
ADSL1r	0.0032004285
VALTA	-0.002784931
PPND2	0.0027723409
TYRTA	-0.0027723409
PPNDH	0.0026105793
PHETA1	-0.0026105793
EAR100x	0.0025677082
EAR120x	0.0025677082
3OAS140	0.0025677082
KAS15	0.0025677082
3OAR140	0.0025677082
3OAR40	0.0025677082
3HAD40	0.0025677082
EAR40x	0.0025677082
3OAS60	0.0025677082
3OAS120	0.0025677082
3OAR60	0.0025677082
3HAD60	0.0025677082
EAR60x	0.0025677082
3OAS80	0.0025677082
3HAD140	0.0025677082
EAR140x	0.0025677082
3HAD120	0.0025677082
3OAR80	0.0025677082
3HAD80	0.0025677082
EAR80x	0.0025677082
3OAS100	0.0025677082
3OAR100	0.0025677082
3HAD100	0.0025677082
3OAR120	0.0025677082
ALATA_L	-0.0022957271
PRASCSi	0.0022337235
PRAIC	0.0022337235
PPRGL	0.0022337235
GARFT	0.0022337235
PRFGS	0.0022337235
ADSL2r	0.0022337235
GLUPRT	0.0022337235
PRFGCL	0.0022337235
GLU5K	0.0021146578
PRO1y	-0.0021146578
G5SD	0.0021146578
G5SADs	0.0021146578
DPR	0.0020976762
MOHMT	0.0020976762
ASP1DC	0.0020960883
PNTK	0.0020960883
PANTS	0.0020960883
DPCOAxt	0.0020960883
PPCDC	0.0020960883
APPAT	0.0020960883
NDPK3	0.0020960883
PPNCL	0.0020960883
FA140ACPHi	0.0020960883
DPCKx	0.0020960883
ATPADPxt	0.0020960883
TALA	-0.0020631124
TKT1	-0.0020631124
FAOXx	0.002
ABCDxt	0.002
ACGK	0.0019600584
AGPR	-0.0019600584
ACOTA	-0.0019600584
ARGSL	0.0019600584
ARGSS	0.0019600584
ORNTAC	0.0019600584
OCBT	0.0019600584
METS	0.0012160245
MTHFR3	0.0012160245
CYSTS	-0.0012144366
IG3PS	0.0010083209
PRAMPC	0.0010083209
PRATPP	0.0010083209
ATPPRT	0.0010083209
PRMICI	0.0010083209
IGPDH	0.0010083209
HSTPT	0.0010083209
HISTP	0.0010083209
HISTD	0.0010083209
PRAIi	0.0004837696
ANPRT	0.0004837696
TRPAS2	-0.0004837696
IGPS	0.0004837696
TRPS3	0.0004837696
ANS	0.0004837696
3OAR180	0.0004716199
FA180ACPH	0.0004716199
EAR180y	0.0004716199
3OAS160	0.0004716199
3OAR160	0.0004716199
3HAD160	0.0004716199
EAR160x	0.0004716199
3OAS180	0.0004716199
3HAD180	0.0004716199
TRDR	0.0002227614
RNTR1	8.96676e-05
DHFR	7.45278e-05
RNDR4	7.29399e-05
NDPK4	7.29399e-05
TMDS	7.29399e-05
NDP8	7.29399e-05
DTMPK	7.29399e-05
GMPS2	4.16158e-05
GK1	4.16158e-05
IMPD	4.16158e-05
CTPS2	3.35674e-05
RNTR2	3.25221e-05
RNTR3	2.76319e-05
METAT	4.7638e-06
NADS1	3.1759e-06
NNDPR	3.1759e-06
DB4PS	3.1759e-06
NNATr	3.1759e-06
RBFSa	3.1759e-06
QULNS	3.1759e-06
ASPO5	3.1759e-06
GTPCI	1.5879e-06
RBFSb	1.5879e-06
EX_pheme_e	-1.5879e-06
AHCi	1.5879e-06
PYDXPP	1.5879e-06
HPYRRx	1.5879e-06
PYDXOR	1.5879e-06
HPYRDC	-1.5879e-06
GLYCK2	1.5879e-06
PYDXS	1.5879e-06
TMPPP	1.5879e-06
THMP	1.5879e-06
HETZK	1.5879e-06
PHEMEt	1.5879e-06
MEOHt2	-1.5879e-06
R_DM_4mhetz_c	-1.5879e-06
R_SINK_dad_5_c	1.5879e-06
R_SINK_amob_c	1.5879e-06
R_DM_4ahmmp_c	-1.5879e-06
EX_meoh_e	1.5879e-06
4ABZt	-1.5879e-06
PMPK	1.5879e-06
ADNK1	1.5879e-06
EX_4abz_e	-1.5879e-06
GTPCII2	1.5879e-06
MALCOAMT	1.5879e-06
DHPPDA2	1.5879e-06
OGMEACPS	1.5879e-06
OGMEACPR	1.5879e-06
OGMEACPD	1.5879e-06
EGMEACPR	1.5879e-06
OPMEACPS	1.5879e-06
OPMEACPR	1.5879e-06
OPMEACPD	1.5879e-06
EPMEACPR	1.5879e-06
PMEACPE	1.5879e-06
AOXSr2	1.5879e-06
AMAOTr	1.5879e-06
DBTS	1.5879e-06
BTS6	1.5879e-06
AKP1	1.5879e-06
DHNPA2r	1.5879e-06
HPPK2	1.5879e-06
DHFS	1.5879e-06
NADK1	1.5879e-06
DHPS2	1.5879e-06
APRAUR	1.5879e-06
PMDPHT	1.5879e-06
HMPK4	1.5879e-06
